x,y,s,v
0.346939,0.387755,-0.0317623,-0.186336
0.346939,0.408163,-0.0346599,-0.249787
0.346939,0.428571,-0.0375901,-0.31579
0.346939,0.44898,-0.0405309,-0.383765
0.346939,0.469388,-0.0434585,-0.452992
0.346939,0.489796,-0.0463479,-0.522637
0.367347,0,0,0.593681
0.367347,0.0204082,-0.000123632,0.553927
0.367347,0.0408163,-0.000478786,0.51697
0.367347,0.0612245,-0.00105239,0.481928
0.367347,0.0816327,-0.00183358,0.448095
0.367347,0.102041,-0.00281323,0.414886
0.367347,0.122449,-0.00398369,0.381797
0.367347,0.142857,-0.00533837,0.348371
0.367347,0.163265,-0.00687148,0.314176
0.367347,0.183673,-0.00857773,0.278789
0.367347,0.204082,-0.010452,0.241789
0.367347,0.22449,-0.0124891,0.202751
0.367347,0.244898,-0.0146833,0.161257
0.367347,0.265306,-0.0170282,0.116902
0.367347,0.285714,-0.0195162,0.0693098
0.367347,0.306122,-0.0221385,0.0181578
0.367347,0.326531,-0.0248843,-0.0368038
0.367347,0.346939,-0.0277412,-0.095724
0.367347,0.367347,-0.0306942,-0.158625
0.367347,0.387755,-0.0337263,-0.22538
0.367347,0.408163,-0.0368181,-0.295692
0.367347,0.428571,-0.0399477,-0.369083
0.367347,0.44898,-0.0430912,-0.444892
0.367347,0.469388,-0.0462226,-0.522286
0.367347,0.489796,-0.0493143,-0.600284
0.387755,0,0,0.630997
0.387755,0.0204082,-0.000131403,0.585438
0.387755,0.0408163,-0.000507596,0.543302
0.387755,0.0612245,-0.00111374,0.503649
0.387755,0.0816327,-0.00193763,0.465713
0.387755,0.102041,-0.00296922,0.428847
0.387755,0.122449,-0.00420021,0.392482
0.387755,0.142857,-0.00562369,0.356089
0.387755,0.163265,-0.00723377,0.319159
0.387755,0.183673,-0.00902523,0.281184
0.387755,0.204082,-0.0109932,0.24165
0.387755,0.22449,-0.0131328,0.200034
0.387755,0.244898,-0.0154386,0.155814
0.387755,0.265306,-0.0179047,0.108479
0.387755,0.285714,-0.0205238,0.0575486
0.387755,0.306122,-0.0232871,0.00260031
0.387755,0.326531,-0.0261841,-0.0567046
0.387755,0.346939,-0.029202,-0.120587
0.387755,0.367347,-0.0323255,-0.189119
0.387755,0.387755,-0.0355368,-0.262193
0.387755,0.408163,-0.0388153,-0.339498
0.387755,0.428571,-0.0421377,-0.420504
0.387755,0.44898,-0.0454783,-0.504457
0.387755,0.469388,-0.0488087,-0.590394
0.387755,0.489796,-0.052099,-0.67717
0.408163,0,0,0.663707
0.408163,0.0204082,-0.000138215,0.612747
0.408163,0.0408163,-0.000532736,0.565842
0.408163,0.0612245,-0.00116711,0.521999
0.408163,0.0816327,-0.00202796,0.480398
0.408163,0.102041,-0.00310441,0.440335
0.408163,0.122449,-0.00438771,0.401173
0.408163,0.142857,-0.00587072,0.362312
0.408163,0.163265,-0.0075476,0.323158
0.408163,0.183673,-0.00941334,0.283113
0.408163,0.204082,-0.0114634,0.241563
0.408163,0.22449,-0.0136935,0.197878
0.408163,0.244898,-0.0160987,0.151419
0.408163,0.265306,-0.0186734,0.101559
0.408163,0.285714,-0.0214111,0.0476981
0.408163,0.306122,-0.0243032,-0.0107003
0.408163,0.326531,-0.0273394,-0.0740772
0.408163,0.346939,-0.0305069,-0.142739
0.408163,0.367347,-0.0337902,-0.216816
0.408163,0.387755,-0.0371708,-0.29623
0.408163,0.408163,-0.0406271,-0.380658
0.408163,0.428571,-0.0441346,-0.469514
0.408163,0.44898,-0.0476654,-0.561946
0.408163,0.469388,-0.0511893,-0.656844
0.408163,0.489796,-0.0546734,-0.752878
0.428571,0,0,0.691125
0.428571,0.0204082,-0.000143924,0.635306
0.428571,0.0408163,-0.000553688,0.584163
0.428571,0.0612245,-0.00121143,0.536664
0.428571,0.0816327,-0.00210275,0.49194
0.428571,0.102041,-0.00321617,0.449231
0.428571,0.122449,-0.00454257,0.407835
0.428571,0.142857,-0.00607479,0.367078
0.428571,0.163265,-0.00780715,0.326282
0.428571,0.183673,-0.00973501,0.284751
0.428571,0.204082,-0.0118544,0.241765
0.428571,0.22449,-0.0141615,0.196577
0.428571,0.244898,-0.0166521,0.148425
0.428571,0.265306,-0.0193216,0.0965497
0.428571,0.285714,-0.0221637,0.0402212
0.428571,0.306122,-0.0251707,-0.0212256
0.428571,0.326531,-0.0283325,-0.0883494
0.428571,0.346939,-0.0316366,-0.161555
0.428571,0.367347,-0.0350673,-0.241048
0.428571,0.387755,-0.0386057,-0.326784
0.428571,0.408163,-0.0422294,-0.418437
0.428571,0.428571,-0.0459124,-0.515366
0.428571,0.44898,-0.0496254,-0.616612
0.428571,0.469388,-0.0533359,-0.720907
0.428571,0.489796,-0.0570086,-0.826718
0.44898,0,0,0.712596
0.44898,0.0204082,-0.000148396,0.652611
0.44898,0.0408163,-0.000569964,0.597895
0.44898,0.0612245,-0.00124567,0.547389
0.44898,0.0816327,-0.00216034,0.500186
0.44898,0.102041,-0.00330203,0.455473
0.44898,0.122449,-0.00466148,0.412489
0.44898,0.142857,-0.00623162,0.370482
0.44898,0.163265,-0.00800708,0.328688
0.44898,0.183673,-0.00998375,0.286315
0.44898,0.204082,-0.0121583,0.242529
0.44898,0.22449,-0.0145277,0.196463
0.44898,0.244898,-0.0170887,0.14722
0.44898,0.265306,-0.0198373,0.0939004
0.44898,0.285714,-0.0227682,0.035631
0.44898,0.306122,-0.0258745,-0.0283959
0.44898,0.326531,-0.0291466,-0.0988719
0.44898,0.346939,-0.0325724,-0.176318
0.44898,0.367347,-0.0361363,-0.261025
0.44898,0.387755,-0.0398192,-0.353003
0.44898,0.408163,-0.043598,-0.451927
0.44898,0.428571,-0.0474456,-0.557109
0.44898,0.44898,-0.0513312,-0.667481
0.44898,0.469388,-0.0552201,-0.781607
0.44898,0.489796,-0.0590747,-0.897732
0.469388,0,0,0.727512
0.469388,0.0204082,-0.000151502,0.664213
0.469388,0.0408163,-0.00058112,0.606727
0.469388,0.0612245,-0.00126894,0.553983
0.469388,0.0816327,-0.00219924,0.505046
0.469388,0.102041,-0.00335984,0.459059
0.469388,0.122449,-0.00474151,0.415203
0.469388,0.142857,-0.00633742,0.372655
0.469388,0.163265,-0.0081427,0.330567
0.469388,0.183673,-0.0101539,0.288047
0.469388,0.204082,-0.0123684,0.24415
0.469388,0.22449,-0.0147842,0.19788
0.469388,0.244898,-0.0173989,0.148205
0.469388,0.265306,-0.0202097,0.094075
0.469388,0.285714,-0.0232123,0.0344615
0.469388,0.306122,-0.0264005,-0.0315989
0.469388,0.326531,-0.0297659,-0.104947
0.469388,0.346939,-0.0332967,-0.186235
0.469388,0.367347,-0.0369777,-0.275864
0.469388,0.387755,-0.0407898,-0.373908
0.469388,0.408163,-0.0447095,-0.480065
0.469388,0.428571,-0.0487089,-0.593606
0.469388,0.44898,-0.0527556,-0.71336
0.469388,0.469388,-0.0568133,-0.837719
0.469388,0.489796,-0.0608417,-0.964693
0.489796,0,0,0.735339
0.489796,0.0204082,-0.000153132,0.66974
0.489796,0.0408163,-0.000586771,0.610422
0.489796,0.0612245,-0.00128045,0.556321
0.489796,0.0816327,-0.00221819,0.506488
0.489796,0.102041,-0.00338778,0.460033
0.489796,0.122449,-0.00478021,0.416084
0.489796,0.142857,-0.00638908,0.373756
0.489796,0.163265,-0.0082101,0.332121
0.489796,0.183673,-0.0102406,0.290191
0.489796,0.204082,-0.0124789,0.246912
0.489796,0.22449,-0.0149241,0.201162
0.489796,0.244898,-0.0175749,0.151766
0.489796,0.265306,-0.0204295,0.0975226
0.489796,0.285714,-0.023485,0.0372377
0.489796,0.306122,-0.0267364,-0.0302198
0.489796,0.326531,-0.030176,-0.105856
0.489796,0.346939,-0.0337931,-0.190477
0.489796,0.367347,-0.0375731,-0.284609
0.489796,0.387755,-0.0414971,-0.388421
0.489796,0.408163,-0.0455414,-0.50165
0.489796,0.428571,-0.0496775,-0.623546
0.489796,0.44898,-0.053872,-0.752844
0.489796,0.469388,-0.0580867,-0.887773
0.489796,0.489796,-0.0622794,-1.0261
0.510204,0,0,0.735646
0.510204,0.0204082,-0.000153196,0.668911
0.510204,0.0408163,-0.000586617,0.608824
0.510204,0.0612245,-0.00127962,0.55435
0.510204,0.0816327,-0.00221623,0.504539
0.510204,0.102041,-0.00338449,0.458481
